index;x;y;z
686;-0.083951;-0.122907;-0.141549
687;-0.085971;-0.085277;-0.133361
688;-0.070583;-0.042041;-0.105829
689;-0.017720;0.031749;-0.033970
690;0.026737;0.071736;0.009494
691;0.063975;0.098052;0.060110
692;0.072617;0.089210;0.081777
693;0.058125;0.039499;0.070754
694;0.038107;-0.002953;0.057388
695;0.005412;-0.036357;0.041562
696;-0.020350;-0.049679;0.024366
697;-0.040786;-0.039603;0.012158
698;-0.041970;-0.016624;0.008688
699;-0.035795;0.016690;0.005777
700;-0.014051;0.036784;0.008774
701;0.004505;0.041617;0.003815
702;0.013982;0.029080;-0.001341
703;0.023452;0.007475;-0.008646
704;0.023419;-0.012377;-0.013847
705;0.010060;-0.031335;-0.025524
706;-0.003807;-0.034661;-0.027873
707;-0.004377;-0.014992;-0.008567
708;-0.006853;0.006286;0.005776
709;-0.010875;0.019907;0.014063
710;-0.015910;0.028289;0.018227
711;-0.012569;0.028056;0.022588
712;0.001513;0.020981;0.021323
713;0.013430;-0.000396;0.009026
714;0.012364;-0.018239;-0.004634
715;0.007113;-0.024130;-0.011251
716;-0.000240;-0.015106;-0.006072
717;-0.005538;0.003454;0.005652
718;-0.006885;0.014780;0.010959
719;-0.009874;0.020025;0.009472
720;-0.006134;0.018318;0.003845
721;0.002289;0.010526;0.003185
722;0.004704;0.002719;0.003667
723;0.004322;-0.007487;0.000353
724;0.006432;-0.013143;-0.002661
725;0.000972;-0.009179;0.001451
726;-0.006369;-0.003219;0.004587
727;-0.009603;0.006278;0.006996
728;-0.009857;0.013699;0.006254
729;-0.000309;0.017384;0.006663
730;0.007313;0.013283;0.004624
731;0.006076;0.003041;0.001000
732;0.002821;-0.003748;-0.002298
733;-0.001997;-0.008594;-0.000329
734;-0.003828;-0.007615;0.003933
735;-0.003696;-0.001267;0.006864
736;-0.004888;0.005138;0.007519
737;-0.003536;0.009690;0.005644
738;-0.003089;0.011003;0.012594
739;0.009019;0.010688;0.022339
