index;x;y;z
496;-1.176814;0.111099;-0.136430
497;-1.170907;0.138771;-0.065196
498;-1.060491;0.146323;-0.050682
499;-1.077377;0.077177;-0.063262
500;-1.107879;0.116290;-0.108544
501;-1.091850;0.102944;-0.018174
502;-1.069967;0.149289;-0.037846
503;-1.072638;0.057909;-0.105548
504;-0.990495;0.182757;0.011300
505;-1.056153;0.041368;-0.083873
506;-1.079970;0.106415;-0.101603
507;-1.109746;0.112252;-0.080722
508;-1.156640;0.073740;-0.173979
509;-1.005349;0.063391;-0.034660
510;-1.093588;0.061618;-0.130027
511;-1.067118;0.084099;-0.074977
512;-1.022930;0.046904;-0.136999
513;-1.036818;0.037710;-0.222229
514;-1.151555;0.081859;-0.031678
515;-1.059890;0.154048;-0.128590
516;-0.903919;0.093073;-0.113279
517;-1.252688;-0.023113;-0.144427
518;-0.837422;0.076368;0.075657
519;-0.721249;-0.019425;-0.009725
520;-0.906946;0.018764;-0.041594
521;-0.845022;-0.033482;0.066169
522;-0.889924;-0.052884;0.006655
523;-0.856433;0.016305;0.026538
524;-0.953057;-0.033151;0.052556
525;-0.953829;-0.022292;-0.023969
526;-0.923163;-0.012908;0.037109
527;-0.910823;-0.067119;0.014970
528;-0.889940;-0.038374;0.036469
529;-0.944741;-0.132011;0.021421
530;-0.976576;-0.166086;0.045875
531;-0.851574;-0.193571;-0.014436
532;-0.843181;-0.214305;0.046206
533;-0.789149;-0.272602;-0.003267
534;-0.765540;-0.228018;0.074484
535;-0.815900;-0.317085;-0.038196
536;-0.797112;-0.285727;0.008626
537;-0.796945;-0.355917;-0.006574
538;-0.857699;-0.417365;-0.153537
539;-0.653343;-0.242380;0.094303
540;-0.807539;-0.307447;-0.015863
541;-0.851226;-0.242710;0.119935
542;-0.711027;-0.287876;0.097951
543;-0.881655;-0.143877;0.090832
544;-0.686446;-0.183237;0.108508
545;-0.718049;-0.049373;0.086750
546;-0.782574;-0.034030;0.135694
547;-0.723901;-0.018917;0.061545
548;-0.870391;0.012640;0.043169
549;-0.872450;-0.029170;0.085647
550;-0.899693;0.038199;0.056913
551;-0.848183;-0.010342;0.004207
552;-0.966109;0.015968;-0.009905
553;-0.927472;0.035525;-0.032059
554;-0.869283;0.028325;-0.117411
